case_id,case_title,source_batch,priority,bucket,candidate_id,title,verification_status,topic_relation,recommended_action,matched_keywords,missing_keywords,reason,url,doi,year,venue,authors,source_type,repair_query,repair_source
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W2031028572,Topological insulators with inversion symmetry,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W2031028572,Topological insulators with inversion symmetry,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205483841,Aircraft Target Detection in Remote Sensing Images Based on Improved YOLOv5,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator detection YOLOv5 survey,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205483841,Aircraft Target Detection in Remote Sensing Images Based on Improved YOLOv5,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205483841,Aircraft Target Detection in Remote Sensing Images Based on Improved YOLOv5,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205900964,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator detection YOLOv5 survey,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205900964,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4205900964,"Comparing YOLOv3, YOLOv4 and YOLOv5 for Autonomous Landing Spot Detection in Faulty UAVs",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4383346970,Insulator defect detection with deep learning: A survey,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator detection YOLOv5 survey,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4390411429,Insulator Defect Detection Based on ML-YOLOv5 Algorithm,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-028,基于YOLOv5的绝缘子检测与缺陷识别方法研究,re09_fresh,weak,paper,https://openalex.org/W4390411429,Insulator Defect Detection Based on ML-YOLOv5 Algorithm,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv5 insulator,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W1993625828,The Detection of Visual Contrast in the Behaving Mouse,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,LCD panel X detection,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W1993625828,The Detection of Visual Contrast in the Behaving Mouse,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,LCD panel X detection,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W2166206801,Deep Neural Networks Rival the Representation of Primate IT Cortex for Core Visual Object Recognition,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X deep learning LCD panel,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W2166206801,Deep Neural Networks Rival the Representation of Primate IT Cortex for Core Visual Object Recognition,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X deep learning LCD panel,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3036700343,"Mini-LED, Micro-LED and OLED displays: present status and future perspectives",,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,LCD panel X detection,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3036700343,"Mini-LED, Micro-LED and OLED displays: present status and future perspectives",,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,LCD panel X detection,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3111188917,Design and Development of a Smart Variable Rate Sprayer Using Deep Learning,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X deep learning LCD panel,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3111188917,Design and Development of a Smart Variable Rate Sprayer Using Deep Learning,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X deep learning LCD panel,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,LCD panel X detection,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3164104137,State of the Art in Defect Detection Based on Machine Vision,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,LCD panel X detection,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3191728126,Deep learning-based transformation of H&amp;E stained tissues into special stains,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X deep learning LCD panel,
ENG-THESIS-032,基于深度学习的液晶屏表面缺陷检测方法研究,re09_fresh,weak,paper,https://openalex.org/W3191728126,Deep learning-based transformation of H&amp;E stained tissues into special stains,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X deep learning LCD panel,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W1991577814,Topological crystalline insulators in the SnTe material class,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W1991577814,Topological crystalline insulators in the SnTe material class,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W2024321021,An X-ray-induced insulator–metal transition in a magnetoresistive manganite,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W2024321021,An X-ray-induced insulator–metal transition in a magnetoresistive manganite,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W2031028572,Topological insulators with inversion symmetry,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W2031028572,Topological insulators with inversion symmetry,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator X detection,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W3134054343,MTI-YOLO: A Light-Weight and Real-Time Deep Neural Network for Insulator Detection in Complex Aerial Images,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator fault detection YOLO survey,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4324061701,YOLO-Based UAV Technology: A Review of the Research and Its Applications,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLO insulator,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4324061701,YOLO-Based UAV Technology: A Review of the Research and Its Applications,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLO insulator,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4383346970,Insulator defect detection with deep learning: A survey,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator fault detection YOLO survey,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4400266963,YOLO advances to its genesis: a decadal and comprehensive review of the You Only Look Once (YOLO) series,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLO insulator,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4400266963,YOLO advances to its genesis: a decadal and comprehensive review of the You Only Look Once (YOLO) series,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLO insulator,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4405446156,"The YOLO Framework: A Comprehensive Review of Evolution, Applications, and Benchmarks in Object Detection",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,insulator insulator fault detection YOLO survey,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4405446156,"The YOLO Framework: A Comprehensive Review of Evolution, Applications, and Benchmarks in Object Detection",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLO insulator,
ENG-THESIS-040,基于改进YOLO网络与极限学习机的绝缘子故障检测,re09_fresh,weak,paper,https://openalex.org/W4405446156,"The YOLO Framework: A Comprehensive Review of Evolution, Applications, and Benchmarks in Object Detection",,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLO insulator,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W2983056308,A Review on UAV-Based Applications for Precision Agriculture,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery X detection,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W2983056308,A Review on UAV-Based Applications for Precision Agriculture,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery X detection,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4213147678,Unmanned Aerial Vehicles (UAVs): A Survey on Civil Applications and Key Research Challenges,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery X detection,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4213147678,Unmanned Aerial Vehicles (UAVs): A Survey on Civil Applications and Key Research Challenges,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery X detection,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4372279253,A Modified YOLOv8 Detection Network for UAV Aerial Image Recognition,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery dynamic object detection YOLOv8 survey,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4372279253,A Modified YOLOv8 Detection Network for UAV Aerial Image Recognition,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv8 UAV aerial imagery,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4372279253,A Modified YOLOv8 Detection Network for UAV Aerial Image Recognition,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv8 UAV aerial imagery,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4385839827,UAV-YOLOv8: A Small-Object-Detection Model Based on Improved YOLOv8 for UAV Aerial Photography Scenarios,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery dynamic object detection YOLOv8 survey,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4385839827,UAV-YOLOv8: A Small-Object-Detection Model Based on Improved YOLOv8 for UAV Aerial Photography Scenarios,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery X detection,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4385839827,UAV-YOLOv8: A Small-Object-Detection Model Based on Improved YOLOv8 for UAV Aerial Photography Scenarios,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv8 UAV aerial imagery,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4385839827,UAV-YOLOv8: A Small-Object-Detection Model Based on Improved YOLOv8 for UAV Aerial Photography Scenarios,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery X detection,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4385839827,UAV-YOLOv8: A Small-Object-Detection Model Based on Improved YOLOv8 for UAV Aerial Photography Scenarios,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv8 UAV aerial imagery,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4386303392,YOLO-Drone: An Optimized YOLOv8 Network for Tiny UAV Object Detection,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,UAV aerial imagery dynamic object detection YOLOv8 survey,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4402865423,SOD-YOLOv8—Enhancing YOLOv8 for Small Object Detection in Aerial Imagery and Traffic Scenes,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv8 UAV aerial imagery,
ENG-THESIS-043,基于无人机平台的动态目标检测系统开发,re09_fresh,fail,paper,https://openalex.org/W4402865423,SOD-YOLOv8—Enhancing YOLOv8 for Small Object Detection in Aerial Imagery and Traffic Scenes,,,keep_as_proxy,,,paper_n=3 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline,,,,,,openalex,X YOLOv8 UAV aerial imagery,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2090518410,SIFT Flow: Dense Correspondence across Scenes and Its Applications,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,dynamic scene X detection,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2090518410,SIFT Flow: Dense Correspondence across Scenes and Its Applications,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,dynamic scene X detection,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2621274416,Visual SLAM algorithms: a survey from 2010 to 2016,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,X ORB-SLAM dynamic scene,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2621274416,Visual SLAM algorithms: a survey from 2010 to 2016,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,X ORB-SLAM dynamic scene,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2736611505,Deep high dynamic range imaging of dynamic scenes,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,dynamic scene X detection,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2736611505,Deep high dynamic range imaging of dynamic scenes,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,dynamic scene X detection,
ENG-THESIS-048,面向动态环境的视觉SLAM研究,re09_fresh,fail,paper,https://openalex.org/W2979750740,Dynamic Graph CNN for Learning on Point Clouds,,,keep_as_proxy,,,paper_n=0 < 4; effective_baseline_n=0 < 1; dataset+repo=0 < 1; no_dataset_or_data_gap_note; no_paper_no_dataset_no_repo_no_baseline; object_axis_missing; scenario_axis_missing,,,,,,openalex,dynamic scene X detection,
